food_id,food_name,brand,categories,countries,collection_location,calories_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sugar_g,sodium_mg,saturated_fat_g,salt_g,nutriscore,nova_group,serving_size,quantity,source,region,diet_type
IND_FOOD_273,Carrot halwa (Gajar ka halwa),,Indian Food,India,India,172.64,3.11,18.53,9.73,2.65,16.85,39.96,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_274,Egg halwa (Ande ka halwa),,Indian Food,India,India,299.74,7.85,39.59,13.41,0.49,37.85,83.04,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_275,Potato halwa (Aloo ka halwa),,Indian Food,India,India,151.66,1.53,29.18,3.48,1.64,17.42,4.23,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_276,Pumpkin halwa (Kaddu ka halwa),,Indian Food,India,India,190.27,1.33,27.6,8.81,2.97,26.64,8.09,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_277,Moong dal halwa,,Indian Food,India,India,349.8,8.35,40.23,17.68,2.65,25.59,11.19,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_278,Caramel custard (steamed),,Indian Food,India,India,121.58,4.97,15.02,4.87,0.0,14.98,43.57,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_279,Baked custard,,Indian Food,India,India,106.53,5.41,9.45,5.3,0.0,9.42,47.13,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_280,Soft Custard (stirred),,Indian Food,India,India,109.18,5.01,11.19,5.07,0.0,11.15,122.17,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_281,Chocolate ice cream,,Indian Food,India,India,177.7,4.47,15.41,11.25,0.0,15.33,36.79,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_282,Mango ice cream,,Indian Food,India,India,125.69,3.4,11.14,7.62,0.52,11.01,29.13,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_283,Fruit Ice cream (Phalon ka Ice cream),,Indian Food,India,India,171.46,4.37,16.05,10.38,0.33,14.03,38.78,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_284,Caramel ice cream,,Indian Food,India,India,173.52,4.31,14.81,11.15,0.08,14.52,33.47,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_285,Lemon souffle,,Indian Food,India,India,168.51,6.95,13.43,10.02,0.0,11.67,50.73,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_286,Orange souffle,,Indian Food,India,India,168.28,6.8,14.2,9.73,0.22,12.31,49.22,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_287,Vanilla souffle,,Indian Food,India,India,187.85,7.71,14.78,11.19,0.0,12.86,56.73,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_288,Chocolate souffle,,Indian Food,India,India,189.32,7.88,14.74,11.36,0.0,12.69,56.07,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_289,Pineapple souffle,,Indian Food,India,India,196.14,8.06,15.52,11.72,0.0,13.45,59.17,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_290,Apple mousse,,Indian Food,India,India,106.92,4.21,12.77,4.27,1.6,10.56,28.79,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_291,Rich chocolate mousse,,Indian Food,India,India,188.26,7.96,10.84,12.19,0.0,10.3,51.71,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_292,Mango mousse,,Indian Food,India,India,124.98,3.21,9.14,8.47,0.88,8.89,19.62,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_293,Orange and pineapple cream,,Indian Food,India,India,101.18,1.44,11.96,5.43,1.03,11.37,10.17,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_294,Charlotte rousse,,Indian Food,India,India,188.29,3.95,34.08,4.78,1.01,20.48,56.45,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_295,Triffle pudding,,Indian Food,India,India,116.97,2.93,18.24,3.93,0.12,13.89,26.95,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_296,Snow flakes pudding,,Indian Food,India,India,95.21,4.67,8.07,4.97,0.03,8.01,39.6,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_297,Kulfi,,Indian Food,India,India,98.43,3.21,11.3,4.7,0.12,10.39,23.97,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_298,Steamed orange pudding,,Indian Food,India,India,278.03,2.34,41.53,12.04,0.58,26.53,79.1,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_299,Meringue and rice pudding,,Indian Food,India,India,112.93,4.84,14.6,4.05,0.17,10.87,44.16,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_300,Cheese pudding,,Indian Food,India,India,285.01,11.29,19.27,18.37,0.05,18.63,37.83,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_301,Chocolate pudding,,Indian Food,India,India,211.96,3.55,29.59,9.48,0.53,20.68,171.36,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_302,Bread and butter pudding,,Indian Food,India,India,167.94,5.59,19.63,7.88,0.98,11.84,96.3,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_303,Queen of pudding,,Indian Food,India,India,132.92,5.51,16.35,5.38,0.27,11.77,85.59,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_304,Pineapple upside down pudding,,Indian Food,India,India,257.73,3.15,35.73,11.91,0.8,22.16,74.52,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_305,Date and nut pie,,Indian Food,India,India,322.42,3.93,46.86,13.31,4.13,31.18,3.87,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_306,Stewed apple with custard,,Indian Food,India,India,92.87,1.27,18.36,1.82,1.01,15.46,16.66,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_307,Apple snowballs,,Indian Food,India,India,101.51,0.86,24.58,0.31,1.25,19.4,12.8,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_308,Hot orange souffle,,Indian Food,India,India,179.97,6.87,18.77,8.95,0.29,14.93,58.8,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_309,Hot chocolate souffle,,Indian Food,India,India,226.09,6.7,26.21,11.1,0.12,22.88,54.11,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_310,Hot vanilla souffle,,Indian Food,India,India,192.93,6.87,21.77,9.07,0.13,18.17,59.59,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_311,Plain burfi (Burfi),,Indian Food,India,India,408.32,9.82,30.88,27.96,0.17,30.43,31.65,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_312,Coconut burfi (Nariyal ki burfi),,Indian Food,India,India,467.64,8.81,32.15,34.63,3.5,31.5,27.63,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_313,Bottle gourd burfi (Ghiya/Lauki burfi),,Indian Food,India,India,275.96,5.86,24.51,17.68,0.73,23.92,18.15,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_314,Chocolate burfi,,Indian Food,India,India,339.33,13.0,33.15,17.86,0.0,32.38,39.32,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_315,Cashewnut burfi (Kaju burfi/Kaju katli),,Indian Food,India,India,421.74,5.48,37.92,28.46,1.12,31.43,4.23,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_316,Gram flour burfi (Besan burfi),,Indian Food,India,India,421.79,11.19,46.59,22.41,3.41,28.44,13.02,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_317,Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),,Indian Food,India,India,428.71,6.71,52.86,21.86,4.68,33.28,14.4,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_318,Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo ),,Indian Food,India,India,464.43,5.68,50.9,27.03,6.69,27.32,9.06,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_319,Gram flour ladoo (Besan ladoo),,Indian Food,India,India,476.91,8.93,62.61,22.76,4.43,37.76,5.48,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_320,Sesame ladoo (Til ke ladoo),,Indian Food,India,India,396.96,10.7,43.5,19.64,7.72,38.63,18.55,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_321,Chenna murki,,Indian Food,India,India,252.69,10.46,36.01,8.2,0.0,35.55,11.4,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_322,Milk cake,,Indian Food,India,India,127.41,3.01,9.13,8.93,0.06,8.9,24.97,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_323,Ghujia/Lavang latika,,Indian Food,India,India,768.98,1.86,13.0,78.93,0.52,6.08,3.28,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_324,Gulab Jamun with khoya,,Indian Food,India,India,586.06,2.03,26.09,53.23,0.07,24.12,15.09,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_325,Mal pua,,Indian Food,India,India,566.68,1.71,17.56,54.64,0.62,11.77,6.35,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_326,Shahi tukre,,Indian Food,India,India,189.81,2.76,41.46,2.54,0.51,34.7,71.04,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_327,Potato pakora/pakoda (Aloo pakoda),,Indian Food,India,India,677.19,1.9,6.04,71.84,1.03,0.22,63.38,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_328,Onion pakora/pakoda (Pyaaz ke pakode),,Indian Food,India,India,674.61,1.9,5.41,71.84,1.11,0.88,63.55,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_329,Cauliflower pakora/pakoda (Phoolgobhi ke pakode),,Indian Food,India,India,671.63,1.98,4.52,71.86,1.26,0.23,66.54,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_330,Mixed vegetable pakora/pakoda,,Indian Food,India,India,673.81,1.94,5.12,71.86,1.13,0.38,65.35,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_331,Spinach pakora/pakoda (Palak pakoda),,Indian Food,India,India,712.62,1.96,4.68,76.38,1.02,0.2,69.54,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_332,Methi pakora/pakoda (Methi ke pakode),,Indian Food,India,India,713.25,2.06,4.68,76.39,1.18,0.25,69.83,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_333,Egg pakora/pakoda (Ande ke pakode),,Indian Food,India,India,710.51,2.83,4.48,75.86,0.86,0.19,75.37,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_334,Bread pakora/pakoda,,Indian Food,India,India,710.99,2.57,8.87,74.2,1.11,0.46,101.49,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_335,Paneer pakora/pakoda,,Indian Food,India,India,718.12,3.27,5.52,76.05,0.89,1.08,131.7,,,,,100 g,100 g,Indian Food Composition Data,North Indian,Vegetarian
IND_FOOD_336,Potato bonda (Aloo bonda),,Indian Food,India,India,632.84,1.09,4.53,67.8,0.83,0.27,132.53,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_337,Potato samosa (Aloo ka samosa),,Indian Food,India,India,577.39,1.71,9.21,59.19,1.19,0.29,77.1,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_338,Minced meat samosa (Keema ka samosa),,Indian Food,India,India,620.99,4.43,6.14,64.26,0.39,0.5,88.64,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_339,Paneer and pea samosa (Paneer matar ka samosa),,Indian Food,India,India,623.81,4.02,8.55,63.65,1.02,1.69,78.18,,,,,100 g,100 g,Indian Food Composition Data,North Indian,Vegetarian
IND_FOOD_340,Mathri,,Indian Food,India,India,805.12,1.75,12.32,83.1,0.6,0.29,64.7,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_341,Khasta kachori,,Indian Food,India,India,712.73,2.51,12.81,72.27,0.97,0.34,90.56,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_342,Vegetable cutlet,,Indian Food,India,India,665.45,1.25,4.68,71.33,0.93,0.35,85.38,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_343,Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),,Indian Food,India,India,701.71,1.76,7.39,73.89,0.86,0.27,76.65,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_344,Peanut cutlet (Mungfali ke cutlet),,Indian Food,India,India,698.77,2.63,5.68,74.0,1.21,0.51,84.24,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_345,Fish cutlet (Machli ka cutlet),,Indian Food,India,India,654.64,2.77,3.13,70.11,0.54,0.29,75.33,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_346,Paneer potato cutlet (Paneer aloo cutlet),,Indian Food,India,India,672.94,2.47,5.23,71.4,0.41,1.02,85.71,,,,,100 g,100 g,Indian Food Composition Data,North Indian,Vegetarian
IND_FOOD_347,Spinach chickpeas cutlet (Palak channa dal cutlet),,Indian Food,India,India,688.03,1.44,4.93,73.6,0.93,0.16,79.13,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_348,Cheese toast,,Indian Food,India,India,785.37,1.98,5.49,84.11,0.31,0.53,121.05,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_349,Vegetable burger,,Indian Food,India,India,519.93,3.26,13.69,50.63,1.7,1.88,168.97,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_350,Cheese pizza,,Indian Food,India,India,249.5,5.79,30.62,12.43,1.95,3.42,397.73,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_351,Vegetable seekh kebab,,Indian Food,India,India,690.73,1.57,5.32,73.72,0.59,0.74,83.67,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_352,Masala vada,,Indian Food,India,India,826.02,1.69,4.06,89.15,1.07,0.24,74.53,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_353,Peanut sago vada (Sabudana mungfali vada),,Indian Food,India,India,749.89,1.01,7.14,79.82,0.62,0.19,71.29,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_354,Vegeterian scotch egg,,Indian Food,India,India,681.67,2.16,4.64,72.77,0.58,0.23,93.33,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_355,Paneer shaslik/tikka,,Indian Food,India,India,93.85,5.11,7.98,4.49,1.23,4.61,103.39,,,,,100 g,100 g,Indian Food Composition Data,North Indian,Vegetarian
IND_FOOD_356,Peanut brittle (Moongfali ki chikki),,Indian Food,India,India,320.46,6.94,47.46,11.13,2.63,43.92,15.99,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_357,Spring roll,,Indian Food,India,India,623.87,1.81,8.56,64.63,0.67,0.6,132.84,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_358,Dry mango chutney (Sookhe aam ki chutney),,Indian Food,India,India,298.13,2.43,69.17,0.7,3.74,61.86,437.91,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_359,Peanut chutney (Mungfali ki chutney),,Indian Food,India,India,258.37,11.8,9.87,19.06,5.73,2.76,475.34,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_360,Coconut chutney (Nariyal ki chutney),,Indian Food,India,India,265.92,3.59,8.29,25.0,6.73,3.79,428.28,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_361,Mint and coriander chutney (Pudinay aur dhaniye ki chutney),,Indian Food,India,India,102.6,2.81,21.18,0.51,4.33,15.88,391.66,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_362,Custard tart,,Indian Food,India,India,225.6,3.72,28.66,10.73,0.91,9.31,59.74,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_363,Lemon tart,,Indian Food,India,India,303.35,6.12,30.68,17.45,0.81,10.68,76.09,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_364,Jam tart,,Indian Food,India,India,360.72,4.42,46.18,17.35,1.14,14.74,70.34,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_365,Orange cream tart,,Indian Food,India,India,197.16,2.58,27.43,8.72,0.64,10.08,36.85,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_366,Pineapple tart,,Indian Food,India,India,195.4,2.29,28.62,8.21,0.87,11.09,37.88,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_367,Cheese and mushroom tart,,Indian Food,India,India,246.1,5.51,21.43,15.28,1.18,3.16,212.42,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_368,Cottage cheese pie,,Indian Food,India,India,238.98,7.45,20.66,13.83,2.21,3.62,103.29,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_369,Minced meat pie,,Indian Food,India,India,221.55,7.38,18.11,13.04,2.33,1.42,127.85,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_370,Apple cinnamon pie,,Indian Food,India,India,258.73,3.35,33.68,12.21,1.77,11.95,60.14,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_371,Lemon meringue pie,,Indian Food,India,India,224.43,3.88,35.11,8.16,0.44,21.17,85.12,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_372,Chocolate meringue pie,,Indian Food,India,India,214.76,4.98,28.8,9.17,0.37,15.03,80.77,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_373,Cream puffs,,Indian Food,India,India,221.33,4.7,16.0,15.48,0.38,5.94,98.76,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_374,Chocolate eclairs,,Indian Food,India,India,239.42,4.24,26.22,13.5,0.33,17.34,85.88,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_375,Cheese balls,,Indian Food,India,India,681.28,2.21,4.81,72.57,0.18,0.63,120.7,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_376,Minced meat patties,,Indian Food,India,India,265.72,6.88,15.25,19.57,0.77,0.88,252.18,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_377,Cheese patties,,Indian Food,India,India,324.01,7.38,22.23,22.67,1.24,3.93,295.22,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_378,Hot cheese souffle,,Indian Food,India,India,177.1,9.18,5.41,13.23,0.12,2.91,286.96,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_379,Hot potato souffle,,Indian Food,India,India,125.64,5.51,8.56,7.64,0.66,1.78,97.2,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_380,Hot fish souffle,,Indian Food,India,India,142.92,11.23,3.69,9.24,0.1,1.68,110.94,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_381,Hot spinach souffle,,Indian Food,India,India,104.25,5.43,4.19,7.24,0.99,1.64,104.69,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_382,Plain cream cake,,Indian Food,India,India,353.94,6.18,47.18,16.17,0.71,27.74,174.0,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_383,Apple cake (Seb ka cake),,Indian Food,India,India,290.08,4.94,39.48,12.87,1.22,23.52,136.95,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_384,Marble cake,,Indian Food,India,India,354.11,6.3,46.88,16.27,0.71,27.56,138.48,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_385,Chocolate cake,,Indian Food,India,India,335.61,6.01,45.14,15.18,0.64,27.58,241.93,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_386,Orange cake,,Indian Food,India,India,357.61,6.1,48.28,16.21,0.83,28.38,105.41,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_387,Fruit Loaf,,Indian Food,India,India,324.19,5.36,46.49,13.31,0.87,24.54,160.6,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_388,Banana cake (Kele ka cake),,Indian Food,India,India,389.51,5.77,40.0,23.31,1.14,23.04,117.81,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_389,Chocolate chiffon cake,,Indian Food,India,India,311.71,5.76,37.87,15.8,0.7,24.25,188.59,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_390,Christmas cake,,Indian Food,India,India,372.95,5.49,48.29,16.88,1.49,27.45,64.84,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_391,Strawberry and vanilla cake with butter icing,,Indian Food,India,India,370.54,3.89,44.25,20.39,0.79,32.43,107.27,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_392,Eggless cake,,Indian Food,India,India,318.08,8.12,46.14,11.75,0.68,27.7,310.5,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_393,Swiss roll,,Indian Food,India,India,251.87,7.3,48.34,3.77,0.55,32.96,51.9,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_394,Pineapple pastry,,Indian Food,India,India,208.21,6.06,29.04,7.87,0.72,18.83,44.3,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_395,Black forest pastry,,Indian Food,India,India,233.55,6.09,34.48,8.46,0.54,21.35,53.43,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_396,Coconut finger,,Indian Food,India,India,274.86,7.09,42.56,8.86,1.87,28.55,46.86,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_397,Pineapple cake,,Indian Food,India,India,195.57,5.01,23.51,9.34,0.76,16.16,37.47,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_398,Chocolate walnut cookies (Chocolate aur akhrot ke cookies),,Indian Food,India,India,424.8,6.56,47.1,23.62,1.54,22.58,280.44,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_399,Chocolate chip cookies,,Indian Food,India,India,425.29,5.79,57.98,19.38,1.05,30.29,278.29,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_400,Sweet plain biscuit,,Indian Food,India,India,380.76,5.86,50.29,17.67,1.07,21.77,132.59,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_401,Chocolate biscuit,,Indian Food,India,India,379.76,5.88,51.56,17.09,1.01,24.16,127.02,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_402,Coconut biscuit (Nariyal ke biscuit),,Indian Food,India,India,434.98,5.78,42.9,27.16,3.64,20.76,105.76,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_403,Sweet and salty biscuit (Meethay aur namkeen biscuit),,Indian Food,India,India,407.96,6.15,45.09,22.39,1.68,7.22,414.7,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_404,Peanut biscuit,,Indian Food,India,India,401.05,8.45,46.72,20.41,2.48,21.26,202.26,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_405,Pin wheel biscuit,,Indian Food,India,India,404.6,5.4,54.56,18.66,1.16,23.25,131.73,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_406,Saffron biscuit (Kesar biscuit),,Indian Food,India,India,458.61,6.05,59.7,22.01,1.9,22.42,5.65,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_407,Masala biscuit,,Indian Food,India,India,393.64,6.06,45.18,20.75,2.14,6.82,714.52,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_408,Ice box cookies,,Indian Food,India,India,374.24,5.7,56.09,14.44,1.28,26.69,449.14,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_409,Ginger bread man,,Indian Food,India,India,365.0,6.61,60.26,11.01,1.6,29.12,477.99,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_410,Danish cookies,,Indian Food,India,India,475.33,5.33,58.0,24.92,1.37,21.73,201.06,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_411,Short bread cookies,,Indian Food,India,India,443.09,6.03,64.82,17.98,1.57,23.31,145.0,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
